product_name,semantic,count
強力無痕雙面膠加厚版 無痕雙面膠帶 奈米雙面膠帶 透明膠帶 壓克力膠帶 雙面膠帶 防水 膠帶  宅本舖,Negative,6
彩虹文具小舖環保書套 新課綱 課本書套 哈哈書套 自黏式 霧面止滑   作業簿書套 筆記本 教科書 漫畫 防滑書套,Positive,3
彩虹文具小舖環保書套 新課綱 課本書套 哈哈書套 自黏式 霧面止滑   作業簿書套 筆記本 教科書 漫畫 防滑書套,Negative,3
恒衛Life 蘊倡 50入 霧色 莫蘭迪 平面口罩 滿版黑耳帶 成人口罩 彩色口罩 醫療口罩 醫用口罩 挑戰台灣最低價,Negative,5
恒衛Life 蘊倡 50入 霧色 莫蘭迪 平面口罩 滿版黑耳帶 成人口罩 彩色口罩 醫療口罩 醫用口罩 挑戰台灣最低價,Positive,1
手提牛皮紙袋 牛皮紙袋 購物袋 禮品袋 紙袋 袋子 手提袋 收納袋 文具袋 禮物袋 送禮紙袋 包裝袋60174,Positive,3
手提牛皮紙袋 牛皮紙袋 購物袋 禮品袋 紙袋 袋子 手提袋 收納袋 文具袋 禮物袋 送禮紙袋 包裝袋60174,Negative,3
手提袋 購物袋 環保袋 收納袋 提袋 素色 手提 不織布袋 無紡布袋 禮品袋 包裝袋 文件袋 資料袋 廣告袋 宣傳袋,Negative,5
手提袋 購物袋 環保袋 收納袋 提袋 素色 手提 不織布袋 無紡布袋 禮品袋 包裝袋 文件袋 資料袋 廣告袋 宣傳袋,Positive,1
手機屏幕清潔濕巾片 小包便捷,Positive,3
手機屏幕清潔濕巾片 小包便捷,Negative,3
挑戰蝦皮最低價空氣清新劑 異味去除劑 噴霧 空氣淨化 抑菌除味 海洋 綠茶 水蜜桃 柑橘,Positive,3
挑戰蝦皮最低價空氣清新劑 異味去除劑 噴霧 空氣淨化 抑菌除味 海洋 綠茶 水蜜桃 柑橘,Negative,3
掛式衛生紙盒 掛式 面紙套 面紙盒 車用面紙盒 衛生紙盒 衛生紙套 皮革質感JJ0485,Negative,4
掛式衛生紙盒 掛式 面紙套 面紙盒 車用面紙盒 衛生紙盒 衛生紙套 皮革質感JJ0485,Positive,2
新品上市 立體4D醫療級口罩 大成口罩 台灣製造 魚型口罩 立體口罩 雙鋼印 KF94,Negative,3
新品上市 立體4D醫療級口罩 大成口罩 台灣製造 魚型口罩 立體口罩 雙鋼印 KF94,Positive,3
日安商行台灣現貨斑馬 ZEBRA WKT7 2022新10色 雙頭螢光筆 柔和色系螢光筆套裝 做筆記畫重點手帳塗鴉,Positive,4
日安商行台灣現貨斑馬 ZEBRA WKT7 2022新10色 雙頭螢光筆 柔和色系螢光筆套裝 做筆記畫重點手帳塗鴉,Negative,2
日本P&G  衣物芳香豆 洗衣物芳香顆粒 香香罐 蘭諾 衣物芳香豆 香香豆 補充包,Negative,4
日本P&G  衣物芳香豆 洗衣物芳香顆粒 香香罐 蘭諾 衣物芳香豆 香香豆 補充包,Positive,2
日本正貨P&G寶僑 2022最新版4D洗衣球39入 日本洗衣球 洗衣膠球 洗衣凝膠球 洗衣 洗衣精 抗菌 消臭 淨白,Positive,4
日本正貨P&G寶僑 2022最新版4D洗衣球39入 日本洗衣球 洗衣膠球 洗衣凝膠球 洗衣 洗衣精 抗菌 消臭 淨白,Negative,2
日森工坊仿真奶油膠 50ml 32色可選 手機殼DIY 奶油膠DIY 手作材料 配件加工 手工奶油膠 奶油膠手機殼,Positive,5
日森工坊仿真奶油膠 50ml 32色可選 手機殼DIY 奶油膠DIY 手作材料 配件加工 手工奶油膠 奶油膠手機殼,Negative,1
日森工坊奶油膠配件 多款造型 台灣現貨+發票 樹脂 DIY手機殼 飾品配件 奶油膠手機 飾品裝飾 DIY手作材料,Negative,4
日森工坊奶油膠配件 多款造型 台灣現貨+發票 樹脂 DIY手機殼 飾品配件 奶油膠手機 飾品裝飾 DIY手作材料,Positive,2
智能噴香機 定時香水機 香薰機 廁所空氣清新機 高顏值擴香機 精油機 香氛機 芳香機 芳香噴霧機 火焰香薰機,Negative,3
智能噴香機 定時香水機 香薰機 廁所空氣清新機 高顏值擴香機 精油機 香氛機 芳香機 芳香噴霧機 火焰香薰機,Positive,3
曼德旺水龍頭轉接頭 贈墊片加長轉接頭 多型號內外牙轉22 內外牙轉4分粗 過濾 螺紋轉接頭 金屬轉接頭 螺牙接頭,Negative,3
曼德旺水龍頭轉接頭 贈墊片加長轉接頭 多型號內外牙轉22 內外牙轉4分粗 過濾 螺紋轉接頭 金屬轉接頭 螺牙接頭,Positive,3
最低價自動噴香機 定時香水機 辦公室香薰機 廁所空氣清新機 臥室擴香機 精油機 香氛機 芳香噴霧 自動芳香噴霧機,Negative,4
最低價自動噴香機 定時香水機 辦公室香薰機 廁所空氣清新機 臥室擴香機 精油機 香氛機 芳香噴霧 自動芳香噴霧機,Positive,2
最低價選我  加厚款 高彈力麵包拖鞋 5.0厚底拖鞋 踩屎感拖鞋 室內拖鞋  防水 止滑 耐磨 EVA輕量 居家拖鞋,Negative,5
最低價選我  加厚款 高彈力麵包拖鞋 5.0厚底拖鞋 踩屎感拖鞋 室內拖鞋  防水 止滑 耐磨 EVA輕量 居家拖鞋,Positive,1
最低價高彈力麵包拖鞋 踩屎感拖鞋 厚底拖鞋 止滑防滑輕量拖 增高拖鞋 居家拖鞋 浴室拖鞋 室內拖鞋 防滑拖 軟底拖鞋,Negative,4
最低價高彈力麵包拖鞋 踩屎感拖鞋 厚底拖鞋 止滑防滑輕量拖 增高拖鞋 居家拖鞋 浴室拖鞋 室內拖鞋 防滑拖 軟底拖鞋,Positive,2
木紋修補漆 家具修補膏 修補翻新 補漆 補漆筆 傢具美容膠 傢俱修護漆 刮痕修復膠 木紋漆 五金 ⭐星星小舖⭐,Negative,6
樂自購日本超好用 KAO 濃縮洗碗精  240ml  多款香味現貨 出貨附發票 洗碗必備,Positive,4
樂自購日本超好用 KAO 濃縮洗碗精  240ml  多款香味現貨 出貨附發票 洗碗必備,Negative,2
標記老客戶＋贈回購折價券 下單後聯絡客服領取 安心下標不會影響商品出貨速度,Negative,3
標記老客戶＋贈回購折價券 下單後聯絡客服領取 安心下標不會影響商品出貨速度,Positive,3
歡慶周年60顆只要10元 49色 封蠟 火漆 封口蠟  蠟粒 8角（一入）火漆章蠟粒 封蠟蠟粒 火漆蠟粒,Positive,4
歡慶周年60顆只要10元 49色 封蠟 火漆 封口蠟  蠟粒 8角（一入）火漆章蠟粒 封蠟蠟粒 火漆蠟粒,Negative,2
泥炭介質土 花卉種植土 培養土 泥炭土 花卉栽培土 草花種植土 觀葉介質 種菜土 泥碳土 酸性泥炭,Negative,4
泥炭介質土 花卉種植土 培養土 泥炭土 花卉栽培土 草花種植土 觀葉介質 種菜土 泥碳土 酸性泥炭,Positive,2
淨新 平面口罩 一盒50入 醫療級 雙鋼印 醫療口罩 台灣製 醫用口罩 口罩 成人口罩 幼幼口罩 兒童口罩 熊超人,Negative,4
淨新 平面口罩 一盒50入 醫療級 雙鋼印 醫療口罩 台灣製 醫用口罩 口罩 成人口罩 幼幼口罩 兒童口罩 熊超人,Positive,2
淨新3D細耳一般、加大 成人超立體口罩 3D立體口罩 細耳 50入/盒 醫用口罩 台灣製 成人口罩 超立體 耳帶式,Negative,5
淨新3D細耳一般、加大 成人超立體口罩 3D立體口罩 細耳 50入/盒 醫用口罩 台灣製 成人口罩 超立體 耳帶式,Positive,1
滿額贈！！貨運險 路損包賠包退換！售後無憂 大大水水們放心購！,Negative,5
滿額贈！！貨運險 路損包賠包退換！售後無憂 大大水水們放心購！,Positive,1
無印新款按壓筆 [好感生活推薦] 品項： MUJI無印良品 自由換芯按壓滑順膠墨筆系列 0.5　無印 文具 筆 原子筆,Positive,4
無印新款按壓筆 [好感生活推薦] 品項： MUJI無印良品 自由換芯按壓滑順膠墨筆系列 0.5　無印 文具 筆 原子筆,Negative,2
無印風 塑膠籃 收納盒 置物盒 收納籃 廚房收納 浴室收納 桌上收納 居家生活 收納部屋,Negative,4
無印風 塑膠籃 收納盒 置物盒 收納籃 廚房收納 浴室收納 桌上收納 居家生活 收納部屋,Positive,2
無印風 磨砂收納盒 置物盒 化妝盒 收納盒 桌上收納 化妝品收納 小物收納 收納 居家生活 收納部屋,Negative,5
無印風 磨砂收納盒 置物盒 化妝盒 收納盒 桌上收納 化妝品收納 小物收納 收納 居家生活 收納部屋,Positive,1
無印風 網紗筆袋 鉛筆盒 筆袋 鉛筆袋 文具 筆袋 尼龍網眼筆袋 鉛筆盒 尼龍材質 網紗筆袋WJ0100,Negative,5
無印風 網紗筆袋 鉛筆盒 筆袋 鉛筆袋 文具 筆袋 尼龍網眼筆袋 鉛筆盒 尼龍材質 網紗筆袋WJ0100,Positive,1
牙間刷 軟式牙間刷 牙縫刷 齒間刷 柔軟 矽膠 外銷品質 FDA 認證阿嬤賣 AMA Sell促銷,Negative,4
牙間刷 軟式牙間刷 牙縫刷 齒間刷 柔軟 矽膠 外銷品質 FDA 認證阿嬤賣 AMA Sell促銷,Positive,2
現貨 日本大和防螨抗菌 枕頭/3m吸濕排汗枕/緹花枕頭/民宿枕頭/飯店枕頭/羽絲絨枕/雙面防水枕套保潔墊/床包/床單,Negative,5
現貨 日本大和防螨抗菌 枕頭/3m吸濕排汗枕/緹花枕頭/民宿枕頭/飯店枕頭/羽絲絨枕/雙面防水枕套保潔墊/床包/床單,Positive,1
現貨 買數字送絲帶奶油 焦糖數字氣球32/40吋數字 收涎 森林系 週歲 生日佈置 派對 愛心氣球 數字氣球 氣球,Negative,4
現貨 買數字送絲帶奶油 焦糖數字氣球32/40吋數字 收涎 森林系 週歲 生日佈置 派對 愛心氣球 數字氣球 氣球,Positive,2
現貨!!2022最新款日本P&G 4D洗衣球 洗衣膠球 39/46入袋裝 碳酸機能,Negative,5
現貨!!2022最新款日本P&G 4D洗衣球 洗衣膠球 39/46入袋裝 碳酸機能,Positive,1
現貨免運發票 破壞袋 超厚12絲 霧面磨砂 包材 便利袋 粉色 奶茶色 快遞袋 物流袋 提袋 包裝袋 印LOGO,Negative,5
現貨免運發票 破壞袋 超厚12絲 霧面磨砂 包材 便利袋 粉色 奶茶色 快遞袋 物流袋 提袋 包裝袋 印LOGO,Positive,1
現貨免運發票超厚氣泡袋 防震氣泡袋 防水 防摔 包裝材料 服飾包裝袋 寄貨袋 防撞袋 牛皮紙 包材  印LOGO,Negative,5
現貨免運發票超厚氣泡袋 防震氣泡袋 防水 防摔 包裝材料 服飾包裝袋 寄貨袋 防撞袋 牛皮紙 包材  印LOGO,Positive,1
現貨商品台灣賣家 書套 自黏書套 包膜 包膜書套 書本包膜 學生書套 包書膜 書膜 保護課本 透明書套 新課綱書套,Negative,4
現貨商品台灣賣家 書套 自黏書套 包膜 包膜書套 書本包膜 學生書套 包書膜 書膜 保護課本 透明書套 新課綱書套,Positive,2
現貨宏瑋台灣醫療口罩兒童醫療口罩平面一盒50入,Negative,4
現貨宏瑋台灣醫療口罩兒童醫療口罩平面一盒50入,no data,1
現貨宏瑋台灣醫療口罩兒童醫療口罩平面一盒50入,Positive,1
現貨正品 免運費- 小樹香片 Little Trees小樹香氛片 公司貨 芳香吊飾 車用芳香,Negative,4
現貨正品 免運費- 小樹香片 Little Trees小樹香氛片 公司貨 芳香吊飾 車用芳香,Positive,2
現貨特惠一盒$179 30入可批發 快速出貨 辰昱郡昱3D不脫妝口罩 加大版型 成人醫療口罩 3D口罩立體口罩,Negative,5
現貨特惠一盒$179 30入可批發 快速出貨 辰昱郡昱3D不脫妝口罩 加大版型 成人醫療口罩 3D口罩立體口罩,Positive,1
現貨當天寄(送點膠)40吋 奶油色 / 焦糖色 數字氣球派對氣球 生日氣球  鋁箔氣球 生日佈置 慶生派對 愛心氣球,Negative,4
現貨當天寄(送點膠)40吋 奶油色 / 焦糖色 數字氣球派對氣球 生日氣球  鋁箔氣球 生日佈置 慶生派對 愛心氣球,Positive,2
現貨秋冬厚底毛毛拖鞋 毛絨厚底拖鞋 4.5CM厚底 超好搭韓版毛毛拖鞋 毛絨絨拖鞋 拖鞋 室內鞋 加厚 毛絨鞋,Negative,4
現貨秋冬厚底毛毛拖鞋 毛絨厚底拖鞋 4.5CM厚底 超好搭韓版毛毛拖鞋 毛絨絨拖鞋 拖鞋 室內鞋 加厚 毛絨鞋,Positive,2
現貨秒出 破損包賠 高硼矽耐熱玻璃盒玻璃保鮮盒 密封保鮮盒 便當盒 耐熱玻璃便當盒 分隔便當盒 密封盒 分隔便當盒,Negative,6
現貨買5送1磁鐵 強力磁鐵 磁鐵掛勾 磁鐵掛鉤 強力磁鐵掛勾 強力磁鐵掛鉤 強力磁鐵掛勾組 釹鐵硼強力磁鐵 露營掛勾,Negative,5
現貨買5送1磁鐵 強力磁鐵 磁鐵掛勾 磁鐵掛鉤 強力磁鐵掛勾 強力磁鐵掛鉤 強力磁鐵掛勾組 釹鐵硼強力磁鐵 露營掛勾,Positive,1
現貨速出吸管防塵套 SGS 吸管套 造型吸管帽 冰壩杯 防塵套 吸管塞 良杯 環保吸管 玻璃吸管 不鏽鋼吸管 矽膠,Negative,6
現貨雙面膠 無痕網格雙面膠 雙面膠帶 透明膠帶 無痕雙面膠 無痕膠帶 網格雙面膠 強力雙面膠 超黏雙面膠 膠帶,Negative,6
現貨馬桶小花芳香凝膠 馬桶芳香凝膠 馬桶潔廁凝膠 清潔污垢 馬桶芳香劑廁所清潔 馬桶除臭凝膠,Negative,4
現貨馬桶小花芳香凝膠 馬桶芳香凝膠 馬桶潔廁凝膠 清潔污垢 馬桶芳香劑廁所清潔 馬桶除臭凝膠,Positive,2
現貨｜MissMix 3D立體 醫用口罩 兒童 幼幼 獨家設計款 台灣製造 雙鋼印 面膜級親膚層 批發零售 蒂爾企業社,Negative,5
現貨｜MissMix 3D立體 醫用口罩 兒童 幼幼 獨家設計款 台灣製造 雙鋼印 面膜級親膚層 批發零售 蒂爾企業社,Positive,1
生活市集台灣現貨 簡約三色 硅藻土杯墊 硅藻土洗漱墊 硅藻土皂墊 杯墊 吸水 瑰藻土 硅藻 浴室 珪藻土除濕,Negative,5
生活市集台灣現貨 簡約三色 硅藻土杯墊 硅藻土洗漱墊 硅藻土皂墊 杯墊 吸水 瑰藻土 硅藻 浴室 珪藻土除濕,Positive,1
療癒香氛｜無火香薰 韓國小黑瓶贈擴香棒&流蘇裝飾擴香瓶 香氛瓶 室內擴香瓶 香氛擴香瓶 薰香 香氛 室內 擴香,Positive,4
療癒香氛｜無火香薰 韓國小黑瓶贈擴香棒&流蘇裝飾擴香瓶 香氛瓶 室內擴香瓶 香氛擴香瓶 薰香 香氛 室內 擴香,Negative,2
發票現貨-發泡煉石-SGS重金屬檢驗合格（多粒徑） 鋪底 缽底石 陶粒 水耕  多肉土介質綠色山嵐,Negative,3
發票現貨-發泡煉石-SGS重金屬檢驗合格（多粒徑） 鋪底 缽底石 陶粒 水耕  多肉土介質綠色山嵐,Positive,3
白色工廠(台灣出貨)太空鋁收納專家 浴室置物架 浴室收納架 無痕貼置物架 無痕貼收納架 三角收納架  四方架,Negative,6
破壞袋 100 入 便利袋 破壞袋 包裝袋 快遞袋 出貨袋 交貨便寄件專用袋 寄貨袋 寄件袋 網拍網拍袋 包裹袋 自黏袋,Negative,5
破壞袋 100 入 便利袋 破壞袋 包裝袋 快遞袋 出貨袋 交貨便寄件專用袋 寄貨袋 寄件袋 網拍網拍袋 包裹袋 自黏袋,Positive,1
破壞袋 最便宜台灣製 工廠直營 快遞袋 高品質 超高CP值 包貨好幫手 客製化 網拍專用 寄貨 寄件,Negative,6
破損補發 售後保證 優先出貨下單請不要刪除u0hxmii3vn,Positive,4
破損補發 售後保證 優先出貨下單請不要刪除u0hxmii3vn,Negative,2
簡約收納籃 小麥購物C258收納 收納籃 收納盒  置物籃 簡約收納盒 置物盒 北歐風 日式收納籃 置物箱,Negative,6
精臣『D11/D110/D101/H1S』精臣原廠貼紙 熱銷款 精臣標籤 姓名貼 熱敏標籤 彩色標籤 標籤紙 標籤貼紙,Negative,6
純色收納盒 無印風 分格收納盒 日式收納盒 收納箱 可疊加 收納盒 收納籃 收納 居家生活 收納部屋,Negative,5
純色收納盒 無印風 分格收納盒 日式收納盒 收納箱 可疊加 收納盒 收納籃 收納 居家生活 收納部屋,Positive,1
耐看女孩可開統編 小麻薯 拇指姑娘 分裝和紙膠帶 特油和紙膠帶 手帳素材,Negative,3
耐看女孩可開統編 小麻薯 拇指姑娘 分裝和紙膠帶 特油和紙膠帶 手帳素材,Positive,3
自帶背膠家用自粘皮革貼補沙發皮修補皮革翻新硬軟包修復貼汽車內飾修補丁 自粘皮革皮沙發修補貼 皮革補丁貼 皮革修復修補貼,Negative,5
自帶背膠家用自粘皮革貼補沙發皮修補皮革翻新硬軟包修復貼汽車內飾修補丁 自粘皮革皮沙發修補貼 皮革補丁貼 皮革修復修補貼,Positive,1
興安3D立體醫用口罩 幼幼/中童/兒童立體細繩,Negative,4
興安3D立體醫用口罩 幼幼/中童/兒童立體細繩,Positive,2
興安醫用口罩 成人3D立體醫用口罩 扁繩 50入/盒,Positive,3
興安醫用口罩 成人3D立體醫用口罩 扁繩 50入/盒,Negative,3
莫蘭迪色系50入盒裝下殺79台灣醫療 莫蘭迪色系 雙鋼印 醫療防護口罩  透氣口罩 醫療口罩 台灣製醫用口罩,Negative,4
莫蘭迪色系50入盒裝下殺79台灣醫療 莫蘭迪色系 雙鋼印 醫療防護口罩  透氣口罩 醫療口罩 台灣製醫用口罩,Positive,2
華淨醫用口罩-4D立體醫療口罩-成人用/兒童用 (25片/盒)台灣製,Negative,6
萬向輪 萬向活動腳輪鐵架轉向輪 耐重帶煞車 活動轉向輪 推車輪子 推車輪 折疊推車 手推車折疊 行李箱輪子 飛機,Positive,4
萬向輪 萬向活動腳輪鐵架轉向輪 耐重帶煞車 活動轉向輪 推車輪子 推車輪 折疊推車 手推車折疊 行李箱輪子 飛機,Negative,2
蘋果樹藥局  現貨在店CSD中衛醫療口罩 成人平面 醫療用口罩 第一級 盒裝50入,Negative,4
蘋果樹藥局  現貨在店CSD中衛醫療口罩 成人平面 醫療用口罩 第一級 盒裝50入,Positive,2
覓鹿 奶油膠配件 DIY手機殼美容奶油膠 30色防凍50ml 手工diy材料 仿真奶油膠,Positive,4
覓鹿 奶油膠配件 DIY手機殼美容奶油膠 30色防凍50ml 手工diy材料 仿真奶油膠,Negative,2
請勿刪除 超級好售後 鑒賞期 破損補寄 補差價 補運費 加購 客製專區,Positive,4
請勿刪除 超級好售後 鑒賞期 破損補寄 補差價 補運費 加購 客製專區,Negative,2
請勿刪除否則會影響出貨，滿額即贈送保護套一個{隨機發放},Negative,3
請勿刪除否則會影響出貨，滿額即贈送保護套一個{隨機發放},Positive,3
賣破10萬雙 除臭UP ️拖鞋 超彈力簡約防臭拖鞋 柔軟舒壓 無聲超靜音 超軟Q 室內拖鞋 家居拖鞋 室內拖鞋,Negative,4
賣破10萬雙 除臭UP ️拖鞋 超彈力簡約防臭拖鞋 柔軟舒壓 無聲超靜音 超軟Q 室內拖鞋 家居拖鞋 室內拖鞋,Positive,2
超低價寵物地墊 加厚寵物拼接地墊 寵物防滑地墊 免膠地墊 可裁剪地墊 止滑地墊 無黏膠地墊 防滑墊 居家地墊 貓地墊,Negative,5
超低價寵物地墊 加厚寵物拼接地墊 寵物防滑地墊 免膠地墊 可裁剪地墊 止滑地墊 無黏膠地墊 防滑墊 居家地墊 貓地墊,Positive,1
超厚底托鞋室內拖鞋 浴室拖鞋 防滑拖鞋 KS14 防水拖鞋 超耐磨 踩屎拖鞋 情侶拖鞋 麵包拖鞋 增高拖鞋B,Negative,6
超厚底柔軟拖鞋 防水防滑拖鞋 厚底拖鞋 浴室防水拖鞋 防滑拖鞋 浴室拖鞋 EVA拖鞋 地板拖鞋 室內拖黃小鴨生活百貨,Negative,6
超吸水開纖擦拭抹布 加厚抹布 吸水抹布 30x30cm 40x40cm  纖維抹布 抹布  廚房抹布 居家擦拭巾,Positive,4
超吸水開纖擦拭抹布 加厚抹布 吸水抹布 30x30cm 40x40cm  纖維抹布 抹布  廚房抹布 居家擦拭巾,Negative,2
超商免運合格檢驗 莫蘭迪口罩50片 口罩 拋棄式口罩 成人口罩 一次性口罩 平面口罩 熔噴布口罩 黑色口罩 口罩,Negative,5
超商免運合格檢驗 莫蘭迪口罩50片 口罩 拋棄式口罩 成人口罩 一次性口罩 平面口罩 熔噴布口罩 黑色口罩 口罩,Positive,1
超立體/淨新成人立體口罩/三層/鼻梁有壓條,Negative,4
超立體/淨新成人立體口罩/三層/鼻梁有壓條,Positive,2
透明抽屜防塵收納櫃 收納盒 收納箱 抽屜 收納櫃 收納 抽屜收納櫃 防塵 防水 收納箱 星昕嚴選,Negative,5
透明抽屜防塵收納櫃 收納盒 收納箱 抽屜 收納櫃 收納 抽屜收納櫃 防塵 防水 收納箱 星昕嚴選,Positive,1
開發票台灣免運現貨超多款強力な磁石香氛扣可用 釹鐵硼強磁 圓型 超強力磁鐵 迷你磁鐵 磁鐵掛勾 掛鉤 磁力 磁性,Negative,4
開發票台灣免運現貨超多款強力な磁石香氛扣可用 釹鐵硼強磁 圓型 超強力磁鐵 迷你磁鐵 磁鐵掛勾 掛鉤 磁力 磁性,Positive,2
防滑超軟Q平底拖鞋 靜音拖鞋 防滑拖鞋 居家拖鞋 室內拖鞋 日式拖鞋 防臭拖鞋 軟拖鞋 黑色拖鞋 和風拖鞋 簡約拖鞋,Negative,4
防滑超軟Q平底拖鞋 靜音拖鞋 防滑拖鞋 居家拖鞋 室內拖鞋 日式拖鞋 防臭拖鞋 軟拖鞋 黑色拖鞋 和風拖鞋 簡約拖鞋,Positive,2
防貓抓沙發套台灣現貨BettyBED加厚款 玉米絨針織沙發套 送壓條 送抱枕套,Negative,5
防貓抓沙發套台灣現貨BettyBED加厚款 玉米絨針織沙發套 送壓條 送抱枕套,Positive,1
附發票 台灣製醫療 韓版KF94  醫療口罩 淨新口罩 醫用口罩 淨新醫療口罩 立體口罩 4D口罩 船型口罩 魚型口罩,Negative,5
附發票 台灣製醫療 韓版KF94  醫療口罩 淨新口罩 醫用口罩 淨新醫療口罩 立體口罩 4D口罩 船型口罩 魚型口罩,Positive,1
附發票 現貨 淨新兒童立體口罩 淨新口罩  口罩台灣製/兒童立體口罩/兒童口罩,Negative,3
附發票 現貨 淨新兒童立體口罩 淨新口罩  口罩台灣製/兒童立體口罩/兒童口罩,Positive,3
陳家承諾：運損-包賠售後-無憂您放心購買,Positive,3
陳家承諾：運損-包賠售後-無憂您放心購買,Negative,3
雙面免釘膠帶 雙面膠 強力膠 壓克力膠帶 萬能雙面膠 免釘貼 強力膠帶 壓克力 雙面膠 不傷牆面BC0008,Negative,6
電子售後服務卡 售後服務卡 售後質量保證 拆包不錄影不處理售後,Negative,3
電子售後服務卡 售後服務卡 售後質量保證 拆包不錄影不處理售後,Positive,3
韓國製造 多層設計 舌苔清潔器 oracle 舌苔刷 韓國 刷舌苔 兒童 刮舌器 刮舌苔神器 舌苔 舌頭清潔刷 潔舌器,Positive,5
韓國製造 多層設計 舌苔清潔器 oracle 舌苔刷 韓國 刷舌苔 兒童 刮舌器 刮舌苔神器 舌苔 舌頭清潔刷 潔舌器,Negative,1
韓版kf94 魚型口罩 四層含熔噴布  魚嘴柳葉折疊口罩 四層口罩 KF94口罩 立體口罩 韓國口罩10只/包 批發零售,Negative,6
順易利兒童立體醫療口罩 台灣製 親子款口罩 兒童寬耳帶 嘉呈商行 Chia cheng,Negative,5
順易利兒童立體醫療口罩 台灣製 親子款口罩 兒童寬耳帶 嘉呈商行 Chia cheng,Positive,1
首飾收納袋 厚50絲收納袋 密封袋 飾品收納 抗氧化 PVC收納袋 夾鏈袋 加厚夾鏈袋 珠寶袋 佛珠袋 飾品收納,Negative,5
首飾收納袋 厚50絲收納袋 密封袋 飾品收納 抗氧化 PVC收納袋 夾鏈袋 加厚夾鏈袋 珠寶袋 佛珠袋 飾品收納,Positive,1
香氛首選台灣公司貨免運費香薰蠟燭 香芬蠟燭 芳香蠟燭 薰香蠟燭 大豆蠟燭 擴香蠟燭 精油蠟燭 情人節 香氛蠟燭,Negative,5
香氛首選台灣公司貨免運費香薰蠟燭 香芬蠟燭 芳香蠟燭 薰香蠟燭 大豆蠟燭 擴香蠟燭 精油蠟燭 情人節 香氛蠟燭,Positive,1
麻糬厚底拖鞋踩屎感拖鞋 踩屎拖鞋 拖鞋 室內拖鞋 可愛拖鞋 eva拖鞋 地板拖鞋 家用拖鞋 軟拖鞋 休閒拖鞋,Negative,4
麻糬厚底拖鞋踩屎感拖鞋 踩屎拖鞋 拖鞋 室內拖鞋 可愛拖鞋 eva拖鞋 地板拖鞋 家用拖鞋 軟拖鞋 休閒拖鞋,Positive,2
黏毛器 黏塵紙 除毛器 除塵紙 斜撕小麥購物24H出貨 補充包 滾毛器 除塵滾筒 黏毛 除塵 除毛Y051,Negative,4
黏毛器 黏塵紙 除毛器 除塵紙 斜撕小麥購物24H出貨 補充包 滾毛器 除塵滾筒 黏毛 除塵 除毛Y051,Positive,2
